face_color,hair_color,upper_color,lower_color
dark,Black,yellow,dark_brown
normal,Brown,yellow,khaki_brown
dark,Brown,red,medium_gray
normal,Blonde,dark_blue,charcoal_gray
fair,Blonde,navy_blue,white
normal,Brown,gold,black
dark,Black,tan_brown,dark_brown
dark,Brown,sky_blue,gold
dark,Brown,lavender,brown
fair,Black,yellow,charcoal_gray
fair,Black,charcoal_gray,medium_gray
fair,Blonde,red,medium_gray
dark,Black,navy_blue,khaki_brown
normal,Blonde,blue,navy_blue
fair,Blonde,khaki_brown,khaki_brown
dark,Black,violet,tan_brown
normal,Blonde,sky_blue,charcoal_gray
normal,Blonde,brown,gold
fair,Black,brown,medium_gray
dark,Brown,pink,black
fair,Brown,charcoal_gray,gold
fair,Blonde,white,khaki_brown
dark,Brown,maroon,dark_brown
normal,Black,purple,dark_brown
dark,Blonde,white,white
normal,Blonde,medium_gray,dark_blue
normal,Black,light_blue,light_gray
fair,Black,violet,tan_brown
fair,Blonde,white,charcoal_gray
normal,Brown,navy_blue,dark_brown
fair,Blonde,yellow,medium_gray
fair,Blonde,pink,khaki_brown
dark,Blonde,blue,black
dark,Blonde,green,khaki_brown
dark,Brown,white,tan_brown
normal,Black,burnt_orange,charcoal_gray
dark,Brown,pink,brown
fair,Blonde,charcoal_gray,brown
dark,Blonde,yellow,brown
fair,Blonde,sky_blue,dark_blue
normal,Blonde,light_gray,dark_blue
dark,Blonde,light_blue,medium_gray
normal,Brown,maroon,black
fair,Black,orange,khaki_brown
normal,Black,olive_green,khaki_brown
normal,Black,lavender,light_blue
fair,Brown,red,medium_gray
dark,Blonde,khaki_brown,dark_brown
fair,Blonde,violet,medium_gray
normal,Blonde,green,tan_brown
normal,Blonde,blue,tan_brown
normal,Black,light_gray,dark_blue
fair,Brown,navy_blue,light_blue
fair,Brown,orange,khaki_brown
dark,Blonde,maroon,light_blue
normal,Black,orange,khaki_brown
normal,Brown,blue,dark_blue
fair,Blonde,green,gold
fair,Black,lavender,navy_blue
fair,Black,yellow,black
fair,Black,khaki_brown,brown
fair,Black,yellow,dark_brown
normal,Brown,maroon,charcoal_gray
dark,Blonde,maroon,tan_brown
normal,Black,light_gray,navy_blue
fair,Black,dark_blue,dark_brown
normal,Black,khaki_brown,light_blue
dark,Blonde,lavender,black
dark,Blonde,sky_blue,light_gray
dark,Blonde,blue,light_gray
fair,Black,violet,black
fair,Black,red,khaki_brown
normal,Black,red,gold
dark,Black,orange,khaki_brown
normal,Black,lavender,dark_brown
normal,Blonde,maroon,charcoal_gray
dark,Brown,brown,gold
dark,Blonde,purple,khaki_brown
fair,Black,green,black
normal,Black,gold,dark_brown
dark,Brown,tan_brown,white
normal,Blonde,charcoal_gray,white
dark,Brown,black,brown
normal,Brown,spring_green,khaki_brown
normal,Black,olive_green,dark_brown
normal,Black,tan_brown,white
fair,Blonde,olive_green,light_blue
dark,Brown,charcoal_gray,gold
normal,Brown,violet,light_gray
normal,Brown,gold,white
fair,Black,dark_brown,light_blue
normal,Blonde,violet,navy_blue
dark,Black,tan_brown,dark_blue
fair,Blonde,navy_blue,charcoal_gray
dark,Blonde,olive_green,light_blue
fair,Black,medium_gray,khaki_brown
fair,Blonde,navy_blue,dark_blue
normal,Blonde,pink,navy_blue
dark,Brown,green,gold
fair,Black,brown,gold
fair,Black,lavender,khaki_brown
fair,Blonde,navy_blue,light_blue
fair,Black,orange,black
normal,Blonde,spring_green,light_gray
dark,Black,khaki_brown,black
dark,Black,olive_green,black
dark,Blonde,light_gray,tan_brown
normal,Black,light_blue,dark_blue
dark,Brown,green,dark_blue
dark,Blonde,violet,tan_brown
fair,Black,gold,navy_blue
fair,Black,dark_blue,brown
normal,Black,medium_gray,white
normal,Black,navy_blue,gold
dark,Brown,medium_gray,medium_gray
dark,Brown,spring_green,brown
dark,Brown,navy_blue,navy_blue
fair,Brown,red,khaki_brown
fair,Brown,blue,light_blue
fair,Blonde,tan_brown,black
fair,Blonde,khaki_brown,brown
normal,Blonde,medium_gray,khaki_brown
normal,Black,yellow,light_blue
normal,Black,gold,dark_blue
normal,Black,olive_green,tan_brown
fair,Black,gold,brown
normal,Brown,yellow,white
fair,Brown,white,black
fair,Blonde,dark_blue,light_blue
normal,Blonde,red,brown
fair,Brown,sky_blue,medium_gray
fair,Brown,black,light_gray
fair,Black,yellow,white
fair,Black,purple,brown
normal,Black,medium_gray,black
fair,Brown,white,dark_brown
normal,Black,sky_blue,light_gray
fair,Brown,black,brown
dark,Black,brown,navy_blue
fair,Brown,yellow,gold
fair,Blonde,light_blue,khaki_brown
fair,Black,green,navy_blue
normal,Blonde,blue,khaki_brown
dark,Brown,lavender,gold
normal,Blonde,olive_green,charcoal_gray
dark,Black,khaki_brown,khaki_brown
dark,Black,spring_green,charcoal_gray
normal,Blonde,white,light_blue
dark,Black,black,gold
fair,Blonde,purple,navy_blue
dark,Black,yellow,light_blue
fair,Blonde,red,tan_brown
normal,Black,sky_blue,tan_brown
dark,Brown,khaki_brown,khaki_brown
normal,Blonde,white,dark_blue
dark,Blonde,dark_brown,black
dark,Blonde,sky_blue,light_blue
dark,Black,light_gray,khaki_brown
fair,Brown,pink,khaki_brown
dark,Black,gold,navy_blue
dark,Black,burnt_orange,navy_blue
fair,Brown,pink,light_blue
fair,Black,navy_blue,khaki_brown
normal,Black,light_blue,white
fair,Black,gold,black
fair,Brown,purple,medium_gray
fair,Brown,pink,charcoal_gray
normal,Blonde,dark_blue,brown
dark,Blonde,sky_blue,medium_gray
fair,Brown,dark_brown,khaki_brown
normal,Black,violet,tan_brown
fair,Brown,sky_blue,black
dark,Black,tan_brown,brown
normal,Brown,yellow,brown
dark,Blonde,orange,light_blue
fair,Brown,orange,charcoal_gray
normal,Black,white,navy_blue
dark,Black,blue,khaki_brown
dark,Blonde,white,khaki_brown
normal,Brown,purple,dark_brown
dark,Brown,green,black
normal,Brown,lavender,medium_gray
normal,Brown,green,dark_blue
dark,Blonde,tan_brown,charcoal_gray
dark,Blonde,white,gold
dark,Blonde,khaki_brown,white
fair,Black,tan_brown,black
normal,Brown,purple,light_gray
dark,Blonde,tan_brown,dark_blue
normal,Blonde,charcoal_gray,black
fair,Brown,sky_blue,dark_brown
normal,Brown,dark_blue,gold
normal,Brown,olive_green,navy_blue
fair,Black,medium_gray,brown
dark,Black,black,khaki_brown
dark,Black,spring_green,navy_blue
fair,Black,blue,medium_gray
normal,Brown,violet,white
normal,Black,black,brown
fair,Blonde,burnt_orange,black
dark,Brown,medium_gray,dark_blue
fair,Black,olive_green,light_blue
fair,Blonde,brown,dark_blue
fair,Blonde,dark_blue,light_gray
dark,Blonde,medium_gray,tan_brown
dark,Blonde,maroon,khaki_brown
normal,Blonde,light_gray,navy_blue
fair,Black,maroon,navy_blue
dark,Black,white,gold
fair,Brown,maroon,white
fair,Blonde,yellow,gold
fair,Blonde,olive_green,khaki_brown
fair,Black,charcoal_gray,light_blue
normal,Brown,black,dark_blue
normal,Brown,purple,charcoal_gray
fair,Brown,tan_brown,white
fair,Blonde,yellow,dark_brown
dark,Black,navy_blue,charcoal_gray
fair,Black,green,tan_brown
dark,Blonde,gold,charcoal_gray
normal,Blonde,orange,medium_gray
fair,Brown,maroon,dark_brown
dark,Blonde,tan_brown,tan_brown
fair,Black,white,charcoal_gray
fair,Brown,khaki_brown,black
dark,Blonde,olive_green,black
dark,Blonde,dark_blue,dark_blue
dark,Blonde,khaki_brown,light_gray
dark,Blonde,navy_blue,light_gray
dark,Black,khaki_brown,light_gray
dark,Blonde,violet,white
normal,Blonde,olive_green,black
fair,Brown,lavender,dark_blue
dark,Black,khaki_brown,brown
dark,Black,navy_blue,light_blue
fair,Brown,yellow,navy_blue
fair,Blonde,black,white
fair,Brown,navy_blue,black
dark,Blonde,red,light_blue
normal,Brown,charcoal_gray,light_gray
dark,Black,dark_blue,dark_blue
normal,Blonde,tan_brown,light_gray
normal,Black,green,navy_blue
fair,Blonde,sky_blue,charcoal_gray
fair,Blonde,light_gray,dark_blue
fair,Brown,brown,tan_brown
dark,Black,navy_blue,white
fair,Blonde,white,tan_brown
fair,Brown,gold,khaki_brown
dark,Blonde,olive_green,khaki_brown
normal,Brown,purple,light_blue
dark,Black,black,black
dark,Brown,navy_blue,dark_brown
fair,Black,light_blue,brown
dark,Blonde,yellow,black
fair,Blonde,green,khaki_brown
normal,Brown,green,brown
fair,Brown,green,tan_brown
dark,Black,green,navy_blue
dark,Black,black,brown
normal,Black,spring_green,brown
fair,Blonde,light_gray,gold
dark,Brown,dark_brown,navy_blue
dark,Black,black,tan_brown
dark,Black,white,khaki_brown
fair,Black,burnt_orange,light_blue
normal,Brown,pink,medium_gray
fair,Blonde,green,medium_gray
normal,Black,charcoal_gray,navy_blue
fair,Blonde,navy_blue,navy_blue
dark,Black,pink,dark_blue
fair,Blonde,maroon,light_gray
normal,Blonde,purple,black
fair,Black,navy_blue,dark_blue
fair,Brown,light_gray,dark_blue
dark,Brown,maroon,brown
fair,Brown,orange,medium_gray
normal,Brown,spring_green,light_gray
fair,Black,red,dark_blue
normal,Black,olive_green,light_gray
dark,Brown,light_gray,navy_blue
fair,Brown,purple,tan_brown
normal,Black,yellow,navy_blue
fair,Blonde,gold,white
normal,Brown,gold,khaki_brown
dark,Black,lavender,gold
dark,Brown,pink,medium_gray
normal,Brown,gold,dark_blue
dark,Brown,gold,tan_brown
normal,Brown,brown,dark_brown
normal,Brown,dark_blue,khaki_brown
fair,Black,pink,charcoal_gray
normal,Brown,olive_green,light_gray
dark,Brown,burnt_orange,medium_gray
dark,Blonde,dark_blue,medium_gray
normal,Blonde,violet,charcoal_gray
normal,Blonde,charcoal_gray,charcoal_gray
normal,Blonde,pink,gold
fair,Black,yellow,light_gray
normal,Blonde,spring_green,black
normal,Black,charcoal_gray,charcoal_gray
normal,Brown,purple,tan_brown
normal,Black,lavender,gold
fair,Brown,dark_blue,brown
fair,Brown,gold,charcoal_gray
fair,Brown,black,gold
dark,Blonde,violet,charcoal_gray
normal,Brown,green,dark_brown
fair,Black,orange,navy_blue
normal,Blonde,green,light_blue
dark,Brown,charcoal_gray,dark_brown
normal,Brown,dark_brown,dark_blue
normal,Black,lavender,khaki_brown
fair,Brown,orange,white
fair,Blonde,yellow,charcoal_gray
fair,Brown,orange,light_gray
dark,Blonde,navy_blue,black
fair,Black,light_gray,dark_brown
dark,Blonde,maroon,dark_blue
normal,Brown,sky_blue,medium_gray
fair,Blonde,brown,gold
normal,Black,orange,dark_blue
fair,Brown,khaki_brown,brown
dark,Brown,purple,khaki_brown
dark,Blonde,pink,gold
dark,Brown,khaki_brown,light_blue
normal,Brown,blue,khaki_brown
dark,Brown,dark_blue,navy_blue
dark,Black,tan_brown,black
fair,Black,dark_blue,tan_brown
fair,Brown,medium_gray,black
dark,Brown,light_blue,dark_brown
dark,Brown,spring_green,dark_brown
fair,Blonde,orange,light_blue
dark,Brown,green,tan_brown
normal,Black,dark_blue,khaki_brown
dark,Brown,orange,medium_gray
normal,Brown,black,black
normal,Blonde,medium_gray,medium_gray
dark,Brown,burnt_orange,light_gray
dark,Blonde,dark_brown,navy_blue
normal,Black,green,charcoal_gray
normal,Blonde,yellow,dark_blue
fair,Blonde,tan_brown,white
dark,Blonde,navy_blue,khaki_brown
normal,Brown,dark_brown,khaki_brown
normal,Brown,light_blue,medium_gray
fair,Brown,olive_green,tan_brown
dark,Brown,burnt_orange,tan_brown
normal,Black,light_gray,light_gray
dark,Blonde,navy_blue,medium_gray
fair,Black,dark_brown,light_gray
normal,Brown,red,dark_blue
fair,Brown,black,light_blue
normal,Blonde,sky_blue,white
fair,Black,purple,navy_blue
normal,Blonde,violet,light_gray
fair,Brown,black,navy_blue
fair,Brown,red,tan_brown
fair,Brown,medium_gray,gold
dark,Black,lavender,medium_gray
normal,Brown,tan_brown,navy_blue
fair,Blonde,blue,light_gray
fair,Black,olive_green,navy_blue
fair,Blonde,green,light_blue
normal,Brown,medium_gray,brown
normal,Brown,green,gold
dark,Brown,spring_green,black
fair,Black,burnt_orange,dark_blue
normal,Brown,olive_green,brown
dark,Blonde,gold,khaki_brown
dark,Brown,white,charcoal_gray
dark,Black,olive_green,tan_brown
fair,Blonde,sky_blue,white
normal,Blonde,dark_brown,black
normal,Brown,violet,dark_blue
dark,Brown,orange,white
fair,Black,light_gray,dark_blue
fair,Blonde,charcoal_gray,white
dark,Black,orange,light_gray
fair,Brown,green,charcoal_gray
dark,Blonde,white,tan_brown
normal,Blonde,pink,brown
fair,Black,tan_brown,dark_brown
normal,Brown,navy_blue,white
normal,Black,violet,black
normal,Black,spring_green,navy_blue
fair,Black,spring_green,dark_brown
fair,Blonde,yellow,white
normal,Black,black,gold
normal,Black,white,brown
dark,Brown,blue,gold
fair,Black,charcoal_gray,dark_brown
normal,Blonde,orange,charcoal_gray
dark,Blonde,light_gray,dark_blue
dark,Brown,burnt_orange,light_blue
normal,Blonde,light_gray,khaki_brown
normal,Blonde,navy_blue,navy_blue
normal,Blonde,yellow,black
dark,Black,gold,tan_brown
normal,Blonde,blue,gold
normal,Brown,black,medium_gray
dark,Black,light_gray,dark_brown
normal,Brown,red,medium_gray
dark,Black,orange,light_blue
fair,Black,medium_gray,white
dark,Brown,medium_gray,light_blue
dark,Blonde,light_gray,medium_gray
normal,Black,maroon,navy_blue
normal,Black,maroon,charcoal_gray
normal,Blonde,charcoal_gray,navy_blue
fair,Black,lavender,white
fair,Black,spring_green,black
dark,Black,yellow,khaki_brown
dark,Blonde,red,brown
dark,Black,orange,white
fair,Blonde,green,black
dark,Black,black,dark_blue
dark,Black,charcoal_gray,light_gray
dark,Black,khaki_brown,charcoal_gray
fair,Blonde,tan_brown,light_gray
normal,Black,light_gray,charcoal_gray
fair,Black,navy_blue,navy_blue
dark,Brown,charcoal_gray,light_gray
fair,Brown,blue,gold
fair,Blonde,pink,dark_blue
normal,Black,black,navy_blue
dark,Blonde,lavender,brown
normal,Brown,lavender,light_blue
normal,Brown,charcoal_gray,dark_blue
dark,Black,medium_gray,tan_brown
dark,Black,medium_gray,brown
fair,Brown,dark_blue,dark_blue
dark,Brown,black,black
normal,Brown,tan_brown,dark_brown
fair,Black,light_gray,light_gray
fair,Brown,navy_blue,white
fair,Brown,gold,white
dark,Black,sky_blue,navy_blue
dark,Black,olive_green,brown
normal,Blonde,khaki_brown,brown
dark,Brown,lavender,khaki_brown
dark,Black,blue,white
normal,Blonde,khaki_brown,dark_blue
normal,Black,violet,dark_brown
dark,Black,charcoal_gray,black
fair,Black,olive_green,medium_gray
dark,Blonde,maroon,white
normal,Brown,medium_gray,tan_brown
dark,Blonde,red,white
normal,Blonde,maroon,black
normal,Brown,sky_blue,brown
dark,Blonde,sky_blue,khaki_brown
fair,Blonde,yellow,light_gray
dark,Black,blue,gold
dark,Black,sky_blue,brown
dark,Black,gold,medium_gray
normal,Brown,red,tan_brown
fair,Brown,blue,medium_gray
fair,Black,lavender,gold
dark,Black,lavender,khaki_brown
normal,Brown,khaki_brown,medium_gray
dark,Brown,purple,black
fair,Blonde,brown,black
normal,Black,pink,dark_blue
normal,Black,black,khaki_brown
dark,Blonde,yellow,dark_brown
normal,Blonde,red,tan_brown
normal,Blonde,sky_blue,light_blue
dark,Black,lavender,light_blue
fair,Blonde,maroon,black
fair,Brown,violet,dark_blue
fair,Blonde,khaki_brown,light_blue
fair,Black,charcoal_gray,gold
normal,Blonde,purple,light_gray
fair,Brown,purple,brown
fair,Brown,purple,black
normal,Brown,charcoal_gray,navy_blue
dark,Black,blue,brown
fair,Blonde,yellow,brown
fair,Black,yellow,dark_blue
dark,Brown,khaki_brown,black
normal,Black,sky_blue,brown
normal,Black,purple,medium_gray
fair,Blonde,pink,light_gray
fair,Brown,charcoal_gray,brown
fair,Black,red,dark_brown
fair,Blonde,yellow,navy_blue
fair,Blonde,charcoal_gray,tan_brown
fair,Black,navy_blue,light_gray
normal,Blonde,lavender,navy_blue
normal,Black,navy_blue,tan_brown
dark,Black,pink,navy_blue
dark,Black,red,dark_blue
normal,Black,black,dark_blue
normal,Brown,black,light_blue
fair,Black,medium_gray,charcoal_gray
dark,Black,light_blue,charcoal_gray
fair,Blonde,red,black
fair,Blonde,tan_brown,brown
fair,Black,charcoal_gray,dark_blue
dark,Black,purple,charcoal_gray
dark,Black,gold,dark_brown
fair,Black,green,khaki_brown
normal,Brown,dark_blue,charcoal_gray
dark,Black,medium_gray,dark_blue
normal,Brown,light_blue,charcoal_gray
fair,Brown,navy_blue,tan_brown
fair,Blonde,spring_green,light_blue
fair,Blonde,violet,khaki_brown
normal,Blonde,gold,navy_blue
fair,Black,maroon,brown
dark,Black,red,light_blue
fair,Blonde,light_gray,charcoal_gray
fair,Black,white,light_blue
fair,Brown,medium_gray,navy_blue
normal,Blonde,red,black
normal,Blonde,spring_green,dark_blue
fair,Brown,lavender,gold
fair,Black,spring_green,medium_gray
normal,Black,blue,white
normal,Black,light_blue,navy_blue
normal,Black,lavender,light_gray
dark,Brown,red,navy_blue
dark,Blonde,medium_gray,navy_blue
normal,Black,blue,dark_blue
fair,Blonde,light_gray,light_blue
dark,Black,sky_blue,dark_blue
normal,Blonde,dark_blue,khaki_brown
normal,Brown,yellow,dark_brown
dark,Blonde,red,charcoal_gray
normal,Brown,yellow,gold
normal,Black,blue,tan_brown
fair,Blonde,dark_blue,white
fair,Black,medium_gray,navy_blue
dark,Blonde,khaki_brown,brown
dark,Blonde,purple,brown
fair,Black,dark_brown,dark_blue
fair,Brown,light_blue,tan_brown
dark,Blonde,blue,brown
fair,Brown,dark_blue,charcoal_gray
normal,Black,pink,light_gray
fair,Black,black,navy_blue
dark,Black,medium_gray,light_gray
dark,Blonde,lavender,gold
fair,Blonde,black,tan_brown
dark,Brown,dark_brown,khaki_brown
normal,Black,maroon,tan_brown
normal,Brown,olive_green,medium_gray
normal,Blonde,khaki_brown,charcoal_gray
fair,Blonde,khaki_brown,dark_brown
fair,Black,khaki_brown,charcoal_gray
dark,Brown,gold,light_gray
normal,Blonde,dark_blue,navy_blue
dark,Black,charcoal_gray,tan_brown
fair,Blonde,gold,dark_brown
fair,Black,black,light_blue
dark,Black,light_gray,brown
fair,Black,brown,light_gray
fair,Black,green,medium_gray
normal,Blonde,sky_blue,dark_brown
dark,Black,light_gray,medium_gray
normal,Brown,maroon,light_gray
dark,Brown,burnt_orange,gold
fair,Blonde,green,navy_blue
normal,Black,medium_gray,dark_blue
dark,Blonde,dark_brown,dark_blue
dark,Black,tan_brown,light_gray
normal,Blonde,gold,dark_blue
fair,Brown,burnt_orange,charcoal_gray
normal,Blonde,orange,dark_brown
normal,Blonde,khaki_brown,gold
dark,Black,spring_green,gold
normal,Black,burnt_orange,white
dark,Black,burnt_orange,khaki_brown
normal,Brown,violet,medium_gray
dark,Brown,black,khaki_brown
fair,Blonde,black,navy_blue
dark,Blonde,tan_brown,light_gray
normal,Black,light_blue,charcoal_gray
fair,Brown,lavender,tan_brown
normal,Brown,gold,gold
fair,Black,green,gold
fair,Black,gold,charcoal_gray
normal,Black,light_gray,tan_brown
fair,Black,navy_blue,medium_gray
dark,Brown,blue,charcoal_gray
normal,Black,navy_blue,medium_gray
dark,Black,white,navy_blue
dark,Brown,khaki_brown,gold
normal,Black,white,light_gray
fair,Black,violet,dark_brown
fair,Blonde,light_blue,medium_gray
normal,Black,pink,black
fair,Black,green,brown
dark,Blonde,brown,brown
fair,Blonde,yellow,black
fair,Black,light_blue,dark_brown
normal,Blonde,olive_green,dark_blue
fair,Blonde,pink,medium_gray
normal,Blonde,khaki_brown,light_blue
dark,Brown,orange,brown
normal,Brown,medium_gray,charcoal_gray
fair,Brown,lavender,black
fair,Black,red,white
normal,Black,violet,medium_gray
dark,Black,pink,white
normal,Black,brown,medium_gray
normal,Black,sky_blue,medium_gray
fair,Black,spring_green,tan_brown
dark,Blonde,lavender,light_blue
fair,Black,black,gold
dark,Black,white,charcoal_gray
normal,Black,purple,charcoal_gray
dark,Black,pink,light_blue
dark,Blonde,yellow,light_blue
normal,Blonde,orange,light_gray
dark,Blonde,light_blue,white
normal,Brown,medium_gray,black
fair,Black,black,white
normal,Black,orange,white
dark,Brown,light_blue,light_blue
normal,Blonde,dark_blue,medium_gray
normal,Blonde,khaki_brown,khaki_brown
fair,Blonde,red,light_blue
normal,Black,purple,light_blue
normal,Black,gold,charcoal_gray
fair,Black,violet,khaki_brown
dark,Black,navy_blue,dark_blue
dark,Black,brown,black
dark,Blonde,dark_blue,light_gray
normal,Brown,spring_green,gold
normal,Blonde,light_gray,charcoal_gray
fair,Brown,red,light_blue
normal,Black,brown,black
normal,Brown,blue,dark_brown
dark,Black,light_blue,brown
fair,Brown,burnt_orange,dark_blue
fair,Blonde,brown,navy_blue
dark,Blonde,white,charcoal_gray
fair,Black,light_gray,tan_brown
fair,Blonde,medium_gray,dark_brown
dark,Brown,sky_blue,charcoal_gray
fair,Black,sky_blue,light_blue
dark,Black,light_gray,charcoal_gray
fair,Blonde,blue,gold
fair,Black,navy_blue,light_blue
dark,Black,burnt_orange,medium_gray
normal,Brown,orange,tan_brown
fair,Blonde,white,light_blue
fair,Brown,orange,navy_blue
fair,Black,medium_gray,light_blue
fair,Black,olive_green,dark_brown
dark,Black,olive_green,gold
fair,Black,green,charcoal_gray
fair,Blonde,brown,light_blue
fair,Brown,red,dark_blue
dark,Blonde,brown,dark_blue
normal,Black,dark_blue,white
normal,Brown,tan_brown,medium_gray
normal,Brown,brown,gold
fair,Blonde,violet,white
normal,Blonde,navy_blue,brown
normal,Brown,charcoal_gray,brown
dark,Blonde,light_blue,khaki_brown
dark,Brown,white,black
normal,Brown,khaki_brown,gold
fair,Blonde,lavender,dark_brown
fair,Blonde,olive_green,dark_blue
fair,Black,burnt_orange,khaki_brown
fair,Black,light_blue,gold
dark,Black,charcoal_gray,medium_gray
dark,Blonde,orange,khaki_brown
dark,Black,sky_blue,light_blue
fair,Blonde,gold,light_blue
normal,Black,khaki_brown,navy_blue
normal,Blonde,maroon,brown
normal,Blonde,burnt_orange,light_blue
fair,Brown,navy_blue,gold
fair,Brown,maroon,light_gray
fair,Black,charcoal_gray,black
normal,Black,khaki_brown,white
dark,Black,white,white
dark,Brown,navy_blue,charcoal_gray
normal,Black,white,khaki_brown
normal,Blonde,black,gold
fair,Blonde,pink,black
fair,Black,maroon,gold
dark,Brown,violet,navy_blue
normal,Blonde,gold,gold
fair,Black,black,brown
dark,Blonde,gold,dark_brown
normal,Blonde,tan_brown,black
dark,Blonde,black,light_gray
normal,Blonde,tan_brown,charcoal_gray
dark,Black,medium_gray,dark_brown
dark,Blonde,navy_blue,dark_brown
dark,Black,olive_green,medium_gray
fair,Black,khaki_brown,dark_brown
dark,Blonde,violet,dark_blue
normal,Blonde,gold,dark_brown
normal,Brown,charcoal_gray,dark_brown
dark,Brown,olive_green,navy_blue
dark,Black,navy_blue,light_gray
fair,Blonde,sky_blue,dark_brown
dark,Black,light_gray,black
normal,Brown,pink,khaki_brown
normal,Blonde,black,medium_gray
normal,Black,tan_brown,dark_blue
dark,Black,sky_blue,gold
fair,Brown,yellow,light_gray
dark,Blonde,navy_blue,brown
normal,Brown,lavender,dark_blue
dark,Brown,black,white
normal,Brown,spring_green,navy_blue
dark,Blonde,brown,gold
dark,Brown,burnt_orange,khaki_brown
fair,Brown,olive_green,black
fair,Brown,dark_brown,navy_blue
normal,Blonde,dark_brown,medium_gray
dark,Black,pink,khaki_brown
dark,Black,navy_blue,medium_gray
fair,Black,spring_green,brown
dark,Brown,navy_blue,dark_blue
fair,Black,charcoal_gray,white
dark,Blonde,dark_brown,light_gray
normal,Blonde,light_blue,gold
dark,Black,spring_green,dark_brown
dark,Black,violet,charcoal_gray
dark,Blonde,gold,medium_gray
fair,Blonde,maroon,light_blue
fair,Black,yellow,light_blue
dark,Brown,white,brown
fair,Brown,white,navy_blue
dark,Brown,pink,dark_brown
normal,Black,tan_brown,dark_brown
fair,Black,purple,tan_brown
normal,Blonde,navy_blue,dark_brown
dark,Brown,red,light_gray
normal,Black,burnt_orange,gold
normal,Blonde,light_blue,white
fair,Black,purple,light_gray
fair,Blonde,olive_green,white
fair,Black,blue,dark_blue
fair,Blonde,white,brown
dark,Blonde,brown,light_blue
fair,Black,black,dark_brown
normal,Brown,pink,black
normal,Brown,light_gray,black
normal,Brown,black,gold
normal,Black,gold,white
dark,Blonde,light_blue,gold
fair,Blonde,red,navy_blue
fair,Blonde,navy_blue,medium_gray
dark,Brown,blue,black
dark,Brown,blue,light_blue
normal,Black,brown,khaki_brown
dark,Black,black,medium_gray
dark,Blonde,tan_brown,medium_gray
fair,Blonde,medium_gray,brown
fair,Black,blue,navy_blue
fair,Blonde,dark_brown,light_blue
normal,Blonde,gold,brown
fair,Brown,dark_blue,medium_gray
dark,Black,brown,brown
dark,Blonde,maroon,medium_gray
fair,Blonde,burnt_orange,dark_blue
dark,Blonde,light_blue,light_gray
dark,Brown,blue,navy_blue
dark,Black,lavender,dark_blue
fair,Blonde,lavender,brown
normal,Blonde,green,medium_gray
fair,Blonde,orange,khaki_brown
dark,Brown,sky_blue,navy_blue
dark,Blonde,pink,brown
normal,Brown,sky_blue,light_gray
fair,Brown,lavender,medium_gray
fair,Blonde,medium_gray,white
normal,Blonde,blue,medium_gray
dark,Brown,violet,light_blue
normal,Blonde,violet,khaki_brown
normal,Blonde,brown,medium_gray
fair,Black,brown,black
normal,Blonde,purple,khaki_brown
normal,Brown,tan_brown,black
normal,Brown,light_blue,black
dark,Blonde,violet,khaki_brown
normal,Black,navy_blue,dark_blue
dark,Brown,medium_gray,gold
dark,Brown,yellow,charcoal_gray
dark,Blonde,spring_green,light_blue
fair,Brown,light_gray,medium_gray
dark,Blonde,gold,dark_blue
normal,Blonde,maroon,dark_blue
fair,Brown,purple,light_blue
dark,Brown,olive_green,brown
normal,Brown,black,navy_blue
fair,Brown,white,gold
normal,Brown,violet,charcoal_gray
fair,Brown,green,light_blue
fair,Blonde,black,khaki_brown
dark,Black,maroon,dark_brown
fair,Brown,medium_gray,khaki_brown
normal,Black,dark_blue,black
dark,Brown,violet,brown
fair,Blonde,gold,dark_blue
dark,Black,sky_blue,khaki_brown
dark,Brown,light_gray,medium_gray
dark,Brown,pink,navy_blue
normal,Brown,maroon,khaki_brown
fair,Black,purple,gold
fair,Black,white,gold
dark,Black,red,tan_brown
normal,Blonde,olive_green,khaki_brown
dark,Blonde,sky_blue,tan_brown
fair,Black,khaki_brown,tan_brown
normal,Blonde,dark_blue,black
normal,Black,sky_blue,charcoal_gray
normal,Black,dark_blue,charcoal_gray
normal,Brown,yellow,medium_gray
dark,Brown,yellow,black
dark,Black,green,gold
dark,Blonde,brown,navy_blue
dark,Blonde,orange,black
fair,Brown,pink,brown
fair,Brown,navy_blue,brown
normal,Black,blue,brown
fair,Blonde,lavender,charcoal_gray
normal,Black,charcoal_gray,gold
dark,Brown,purple,dark_blue
dark,Blonde,light_gray,black
dark,Blonde,sky_blue,navy_blue
normal,Brown,violet,tan_brown
fair,Brown,charcoal_gray,tan_brown
normal,Brown,red,light_gray
normal,Brown,green,khaki_brown
fair,Blonde,dark_blue,brown
dark,Black,sky_blue,medium_gray
fair,Brown,dark_brown,tan_brown
dark,Blonde,burnt_orange,brown
dark,Blonde,violet,brown
dark,Blonde,dark_blue,navy_blue
normal,Black,maroon,dark_blue
fair,Brown,dark_blue,dark_brown
dark,Blonde,khaki_brown,medium_gray
dark,Blonde,olive_green,gold
dark,Brown,orange,light_blue
dark,Black,brown,tan_brown
dark,Blonde,spring_green,tan_brown
dark,Blonde,black,medium_gray
fair,Black,gold,light_blue
fair,Brown,sky_blue,khaki_brown
dark,Black,maroon,gold
dark,Black,red,white
fair,Brown,charcoal_gray,light_gray
