face,hair,category,location,upper_color,lower_color
fair,Blonde,Military_style,South,lavender,medium_gray
dark,Blonde,Geeky_chic_Style,North,burnt_orange,dark_brown
normal,Brown,Geeky_chic_Style,North,tan_brown,dark_blue
normal,Blonde,Retro_Fashion,North,violet,tan_brown
normal,Black,Geeky_chic_Style,North,dark_blue,dark_blue
dark,Blonde,Ethnic_fashion_style,South,blue,tan_brown
dark,Blonde,Military_style,North,spring_green,navy_blue
fair,Blonde,Ethnic_fashion_style,North,sky_blue,medium_gray
normal,Black,Geeky_chic_Style,North,violet,white
normal,Black,Business_Casual,North,lavender,brown
normal,Brown,Ethnic_fashion_style,South,burnt_orange,light_blue
fair,Brown,Streetwear_Style,South,yellow,white
dark,Blonde,Business_Casual,South,brown,dark_brown
normal,Brown,Ethnic_fashion_style,South,black,tan_brown
normal,Brown,Casual_Chic_Style,South,medium_gray,light_blue
normal,Brown,Girly_Style,North,lavender,gold
dark,Blonde,Rocker_Chic_Style,North,khaki_brown,brown
dark,Black,Flamboyant_style,North,dark_blue,black
dark,Black,Formal_Office_Wear,North,white,black
dark,Black,Business_Casual,North,blue,white
fair,Blonde,Flamboyant_style,East,maroon,charcoal_gray
normal,Blonde,Sports_Wear,West,khaki_brown,light_blue
normal,Brown,Rocker_Chic_Style,North,sky_blue,navy_blue
fair,Brown,Evening_Black_Tie,West,maroon,white
fair,Brown,Business_Casual,North,light_blue,navy_blue
fair,Black,Casual_Chic_Style,North,khaki_brown,gold
normal,Blonde,Skateboarders,West,light_blue,navy_blue
dark,Brown,Ethnic_fashion_style,South,red,dark_brown
normal,Black,Sports_Wear,West,light_blue,light_blue
dark,Blonde,Rocker_Chic_Style,North,purple,medium_gray
normal,Black,Military_style,East,black,khaki_brown
fair,Brown,Ethnic_fashion_style,West,green,gold
normal,Brown,Rocker_Chic_Style,North,light_gray,navy_blue
fair,Brown,Military_style,East,tan_brown,khaki_brown
normal,Brown,Rocker_Chic_Style,North,tan_brown,khaki_brown
normal,Black,Girly_Style,North,yellow,white
dark,Blonde,Hip_Hop_Style,South,blue,brown
normal,Black,Girly_Style,South,medium_gray,light_gray
fair,Blonde,Geeky_chic_Style,East,tan_brown,light_gray
dark,Blonde,Streetwear_Style,North,purple,light_blue
dark,Brown,Formal_Office_Wear,East,spring_green,white
dark,Brown,Rocker_Chic_Style,North,lavender,black
fair,Brown,Military_style,North,gold,dark_blue
dark,Blonde,Skateboarders,East,pink,navy_blue
dark,Blonde,Hip_Hop_Style,West,light_gray,white
normal,Blonde,Formal_Office_Wear,North,khaki_brown,khaki_brown
fair,Brown,Business_Casual,South,red,navy_blue
fair,Black,Flamboyant_style,East,violet,white
normal,Blonde,Formal_Office_Wear,North,tan_brown,charcoal_gray
dark,Blonde,Sports_Wear,West,white,light_gray
fair,Black,Evening_Black_Tie,North,blue,navy_blue
dark,Blonde,Flamboyant_style,North,pink,navy_blue
fair,Blonde,Evening_Black_Tie,East,orange,black
normal,Black,Rocker_Chic_Style,East,red,navy_blue
normal,Black,Military_style,North,dark_blue,black
fair,Black,Military_style,East,light_blue,medium_gray
fair,Brown,Evening_Black_Tie,South,blue,navy_blue
dark,Brown,Streetwear_Style,East,blue,brown
normal,Brown,Formal_Office_Wear,North,maroon,tan_brown
normal,Blonde,Girly_Style,South,maroon,white
dark,Brown,Girly_Style,West,navy_blue,dark_blue
fair,Blonde,Retro_Fashion,South,light_gray,khaki_brown
fair,Brown,Formal_Office_Wear,West,sky_blue,medium_gray
normal,Brown,Rocker_Chic_Style,North,purple,khaki_brown
normal,Black,Evening_Black_Tie,North,sky_blue,brown
fair,Brown,Business_Casual,South,light_blue,navy_blue
fair,Brown,Sports_Wear,West,brown,light_gray
fair,Blonde,Retro_Fashion,North,khaki_brown,khaki_brown
normal,Brown,Skateboarders,East,spring_green,medium_gray
dark,Brown,Skateboarders,South,gold,brown
normal,Blonde,Skateboarders,North,burnt_orange,light_gray
fair,Brown,Skateboarders,West,burnt_orange,brown
dark,Brown,Flamboyant_style,South,gold,gold
dark,Blonde,Military_style,West,pink,gold
fair,Black,Military_style,East,dark_blue,black
dark,Blonde,Evening_Black_Tie,South,light_blue,gold
fair,Brown,Sports_Wear,West,light_gray,navy_blue
fair,Brown,Geeky_chic_Style,South,purple,gold
dark,Brown,Sports_Wear,West,lavender,medium_gray
fair,Brown,Flamboyant_style,East,dark_brown,navy_blue
fair,Blonde,Streetwear_Style,North,maroon,charcoal_gray
normal,Black,Streetwear_Style,North,orange,charcoal_gray
fair,Black,Skateboarders,North,green,light_gray
fair,Black,Ethnic_fashion_style,West,green,dark_brown
dark,Black,Ethnic_fashion_style,North,light_blue,dark_brown
dark,Blonde,Casual_Chic_Style,South,pink,white
dark,Brown,Military_style,East,gold,light_blue
normal,Black,Retro_Fashion,West,burnt_orange,charcoal_gray
dark,Blonde,Flamboyant_style,East,green,white
dark,Blonde,Sports_Wear,North,sky_blue,black
fair,Brown,Business_Casual,West,dark_brown,black
fair,Black,Ethnic_fashion_style,South,dark_brown,brown
normal,Blonde,Girly_Style,West,yellow,dark_brown
dark,Black,Rocker_Chic_Style,North,tan_brown,dark_blue
dark,Blonde,Hip_Hop_Style,South,red,white
fair,Black,Sports_Wear,North,white,gold
normal,Blonde,Skateboarders,East,white,light_blue
fair,Brown,Business_Casual,North,charcoal_gray,tan_brown
dark,Black,Girly_Style,West,orange,navy_blue
dark,Black,Hip_Hop_Style,South,violet,dark_blue
dark,Blonde,Skateboarders,East,green,dark_brown
fair,Brown,Geeky_chic_Style,West,purple,dark_blue
fair,Black,Formal_Office_Wear,North,purple,white
dark,Blonde,Skateboarders,North,lavender,brown
normal,Brown,Girly_Style,North,gold,tan_brown
normal,Blonde,Ethnic_fashion_style,East,spring_green,gold
fair,Black,Sports_Wear,West,black,light_gray
dark,Blonde,Girly_Style,South,burnt_orange,tan_brown
fair,Black,Geeky_chic_Style,South,light_gray,light_blue
dark,Black,Ethnic_fashion_style,North,light_blue,brown
dark,Blonde,Casual_Chic_Style,South,burnt_orange,light_gray
normal,Blonde,Skateboarders,South,dark_brown,dark_brown
fair,Black,Sports_Wear,North,green,light_gray
normal,Black,Hip_Hop_Style,East,gold,medium_gray
dark,Blonde,Geeky_chic_Style,West,yellow,dark_blue
normal,Blonde,Skateboarders,South,brown,black
dark,Brown,Geeky_chic_Style,North,red,brown
fair,Black,Geeky_chic_Style,North,blue,brown
fair,Blonde,Ethnic_fashion_style,South,green,gold
fair,Black,Business_Casual,East,maroon,medium_gray
fair,Brown,Rocker_Chic_Style,North,pink,brown
normal,Blonde,Evening_Black_Tie,South,purple,khaki_brown
fair,Blonde,Hip_Hop_Style,East,purple,gold
dark,Black,Formal_Office_Wear,West,burnt_orange,charcoal_gray
fair,Blonde,Skateboarders,West,light_blue,brown
fair,Black,Streetwear_Style,North,dark_blue,white
fair,Blonde,Flamboyant_style,East,maroon,dark_brown
dark,Brown,Business_Casual,South,yellow,charcoal_gray
fair,Black,Hip_Hop_Style,South,charcoal_gray,white
normal,Black,Business_Casual,North,light_gray,navy_blue
dark,Black,Ethnic_fashion_style,North,tan_brown,black
dark,Blonde,Business_Casual,East,green,dark_blue
fair,Brown,Military_style,North,violet,light_gray
dark,Black,Hip_Hop_Style,North,purple,dark_brown
fair,Brown,Military_style,West,white,khaki_brown
normal,Black,Girly_Style,West,navy_blue,gold
dark,Black,Geeky_chic_Style,East,tan_brown,dark_brown
dark,Blonde,Girly_Style,East,orange,black
normal,Brown,Rocker_Chic_Style,West,white,white
normal,Black,Formal_Office_Wear,West,brown,charcoal_gray
normal,Blonde,Formal_Office_Wear,West,dark_brown,navy_blue
dark,Brown,Rocker_Chic_Style,South,sky_blue,medium_gray
fair,Brown,Evening_Black_Tie,North,maroon,navy_blue
dark,Black,Casual_Chic_Style,South,purple,charcoal_gray
fair,Brown,Geeky_chic_Style,North,tan_brown,light_gray
normal,Black,Flamboyant_style,South,gold,white
fair,Brown,Hip_Hop_Style,North,khaki_brown,dark_blue
normal,Blonde,Sports_Wear,East,spring_green,khaki_brown
dark,Black,Rocker_Chic_Style,West,khaki_brown,dark_blue
normal,Blonde,Hip_Hop_Style,South,lavender,gold
dark,Brown,Ethnic_fashion_style,West,light_gray,medium_gray
fair,Blonde,Casual_Chic_Style,North,burnt_orange,dark_blue
fair,Blonde,Flamboyant_style,East,yellow,navy_blue
dark,Blonde,Evening_Black_Tie,East,orange,light_blue
fair,Brown,Streetwear_Style,North,yellow,khaki_brown
fair,Brown,Streetwear_Style,South,medium_gray,charcoal_gray
fair,Blonde,Military_style,South,light_blue,dark_blue
dark,Blonde,Sports_Wear,West,dark_blue,brown
fair,Blonde,Geeky_chic_Style,West,dark_blue,tan_brown
dark,Black,Girly_Style,South,brown,light_gray
normal,Blonde,Skateboarders,South,white,khaki_brown
fair,Black,Flamboyant_style,West,blue,dark_brown
fair,Black,Skateboarders,West,khaki_brown,dark_blue
fair,Brown,Skateboarders,South,black,light_blue
fair,Blonde,Business_Casual,West,dark_brown,white
fair,Blonde,Skateboarders,East,dark_brown,light_gray
fair,Brown,Hip_Hop_Style,North,black,gold
fair,Brown,Rocker_Chic_Style,West,olive_green,tan_brown
fair,Brown,Ethnic_fashion_style,West,purple,tan_brown
fair,Black,Evening_Black_Tie,East,brown,khaki_brown
dark,Blonde,Ethnic_fashion_style,South,pink,khaki_brown
dark,Brown,Flamboyant_style,South,violet,white
dark,Blonde,Streetwear_Style,North,burnt_orange,medium_gray
normal,Blonde,Streetwear_Style,South,gold,khaki_brown
dark,Blonde,Hip_Hop_Style,North,sky_blue,khaki_brown
fair,Blonde,Girly_Style,East,light_gray,black
fair,Black,Streetwear_Style,East,maroon,dark_blue
fair,Black,Flamboyant_style,West,violet,brown
normal,Brown,Geeky_chic_Style,North,blue,navy_blue
fair,Black,Streetwear_Style,North,burnt_orange,navy_blue
dark,Blonde,Business_Casual,North,sky_blue,brown
dark,Black,Girly_Style,West,sky_blue,white
fair,Brown,Military_style,North,light_blue,white
fair,Brown,Formal_Office_Wear,East,brown,tan_brown
dark,Brown,Military_style,East,sky_blue,light_gray
fair,Brown,Ethnic_fashion_style,West,navy_blue,navy_blue
dark,Blonde,Skateboarders,East,blue,white
dark,Brown,Skateboarders,North,purple,black
fair,Blonde,Girly_Style,East,green,gold
normal,Brown,Hip_Hop_Style,North,dark_blue,charcoal_gray
normal,Black,Skateboarders,South,red,black
fair,Brown,Rocker_Chic_Style,South,violet,khaki_brown
dark,Brown,Evening_Black_Tie,East,khaki_brown,medium_gray
dark,Black,Sports_Wear,South,maroon,charcoal_gray
dark,Blonde,Retro_Fashion,North,red,navy_blue
normal,Black,Geeky_chic_Style,East,dark_blue,light_gray
fair,Blonde,Formal_Office_Wear,North,gold,dark_blue
dark,Brown,Skateboarders,South,brown,dark_brown
fair,Black,Streetwear_Style,West,tan_brown,brown
fair,Black,Rocker_Chic_Style,West,white,charcoal_gray
fair,Blonde,Streetwear_Style,South,dark_blue,charcoal_gray
normal,Black,Hip_Hop_Style,East,khaki_brown,brown
dark,Black,Business_Casual,East,orange,white
normal,Brown,Military_style,West,dark_brown,brown
dark,Black,Skateboarders,South,navy_blue,brown
fair,Black,Girly_Style,South,burnt_orange,light_gray
dark,Black,Rocker_Chic_Style,South,light_blue,tan_brown
fair,Black,Evening_Black_Tie,North,green,charcoal_gray
normal,Blonde,Geeky_chic_Style,South,brown,tan_brown
fair,Brown,Ethnic_fashion_style,North,red,khaki_brown
fair,Brown,Streetwear_Style,East,sky_blue,navy_blue
fair,Blonde,Business_Casual,East,maroon,khaki_brown
fair,Blonde,Geeky_chic_Style,North,brown,dark_blue
fair,Black,Sports_Wear,North,burnt_orange,gold
fair,Black,Sports_Wear,South,red,white
normal,Brown,Flamboyant_style,South,brown,brown
normal,Brown,Streetwear_Style,East,light_gray,brown
normal,Blonde,Military_style,North,tan_brown,black
dark,Blonde,Retro_Fashion,West,charcoal_gray,light_gray
fair,Black,Girly_Style,South,white,light_blue
dark,Brown,Geeky_chic_Style,West,dark_brown,navy_blue
fair,Brown,Retro_Fashion,South,olive_green,light_gray
normal,Blonde,Formal_Office_Wear,South,olive_green,khaki_brown
fair,Brown,Retro_Fashion,South,sky_blue,navy_blue
dark,Black,Sports_Wear,West,maroon,medium_gray
dark,Brown,Streetwear_Style,West,orange,light_blue
dark,Brown,Casual_Chic_Style,North,black,white
dark,Black,Geeky_chic_Style,South,navy_blue,navy_blue
dark,Brown,Retro_Fashion,East,dark_blue,navy_blue
normal,Brown,Business_Casual,North,spring_green,light_blue
normal,Black,Flamboyant_style,West,blue,tan_brown
dark,Black,Geeky_chic_Style,South,yellow,gold
normal,Black,Casual_Chic_Style,West,brown,white
dark,Brown,Business_Casual,North,navy_blue,light_blue
dark,Blonde,Formal_Office_Wear,East,light_gray,dark_brown
dark,Blonde,Geeky_chic_Style,East,brown,brown
dark,Blonde,Military_style,South,dark_blue,light_gray
fair,Black,Hip_Hop_Style,North,black,light_blue
normal,Brown,Flamboyant_style,South,light_blue,black
normal,Black,Military_style,South,purple,charcoal_gray
fair,Brown,Ethnic_fashion_style,North,light_gray,medium_gray
dark,Blonde,Business_Casual,West,yellow,tan_brown
normal,Brown,Evening_Black_Tie,North,charcoal_gray,black
fair,Black,Geeky_chic_Style,North,black,dark_brown
fair,Brown,Sports_Wear,West,orange,light_gray
fair,Brown,Flamboyant_style,East,red,light_gray
dark,Black,Casual_Chic_Style,South,light_gray,brown
fair,Black,Rocker_Chic_Style,West,blue,white
fair,Black,Flamboyant_style,West,medium_gray,light_gray
dark,Brown,Retro_Fashion,West,red,charcoal_gray
normal,Black,Geeky_chic_Style,West,dark_brown,khaki_brown
normal,Black,Military_style,South,khaki_brown,light_blue
dark,Brown,Business_Casual,West,green,gold
normal,Black,Geeky_chic_Style,South,purple,gold
fair,Black,Ethnic_fashion_style,West,pink,brown
dark,Black,Flamboyant_style,North,light_gray,light_gray
dark,Brown,Military_style,West,charcoal_gray,white
normal,Blonde,Streetwear_Style,East,dark_brown,dark_brown
dark,Black,Casual_Chic_Style,South,red,dark_brown
fair,Brown,Military_style,West,khaki_brown,dark_blue
fair,Brown,Casual_Chic_Style,North,dark_brown,khaki_brown
dark,Brown,Business_Casual,South,sky_blue,black
fair,Black,Geeky_chic_Style,South,medium_gray,khaki_brown
fair,Blonde,Rocker_Chic_Style,East,medium_gray,light_blue
fair,Black,Girly_Style,West,blue,navy_blue
normal,Black,Streetwear_Style,South,pink,charcoal_gray
fair,Brown,Rocker_Chic_Style,East,purple,dark_blue
dark,Black,Sports_Wear,West,orange,dark_brown
normal,Black,Streetwear_Style,North,charcoal_gray,black
fair,Blonde,Skateboarders,South,sky_blue,charcoal_gray
dark,Brown,Formal_Office_Wear,North,dark_brown,navy_blue
dark,Blonde,Formal_Office_Wear,North,light_blue,brown
normal,Black,Sports_Wear,West,lavender,white
fair,Blonde,Sports_Wear,North,tan_brown,dark_blue
normal,Blonde,Military_style,South,charcoal_gray,brown
dark,Brown,Flamboyant_style,South,black,khaki_brown
dark,Brown,Sports_Wear,West,gold,khaki_brown
fair,Brown,Hip_Hop_Style,West,red,khaki_brown
normal,Black,Casual_Chic_Style,West,purple,charcoal_gray
fair,Brown,Retro_Fashion,East,light_gray,charcoal_gray
fair,Blonde,Sports_Wear,East,green,dark_blue
normal,Brown,Hip_Hop_Style,South,green,khaki_brown
normal,Black,Business_Casual,South,green,dark_brown
fair,Blonde,Rocker_Chic_Style,North,navy_blue,black
fair,Brown,Ethnic_fashion_style,South,yellow,gold
dark,Blonde,Retro_Fashion,East,khaki_brown,tan_brown
fair,Blonde,Skateboarders,West,pink,dark_brown
dark,Black,Sports_Wear,East,olive_green,brown
dark,Blonde,Sports_Wear,East,green,brown
dark,Black,Hip_Hop_Style,North,gold,black
dark,Black,Casual_Chic_Style,South,gold,brown
fair,Black,Retro_Fashion,East,orange,khaki_brown
normal,Blonde,Military_style,West,green,gold
fair,Brown,Casual_Chic_Style,West,navy_blue,brown
dark,Brown,Skateboarders,West,light_blue,navy_blue
dark,Black,Ethnic_fashion_style,North,medium_gray,dark_blue
fair,Blonde,Skateboarders,East,tan_brown,khaki_brown
dark,Blonde,Hip_Hop_Style,North,gold,dark_blue
fair,Black,Hip_Hop_Style,West,lavender,khaki_brown
fair,Blonde,Flamboyant_style,North,sky_blue,tan_brown
dark,Brown,Girly_Style,East,black,brown
dark,Brown,Sports_Wear,South,olive_green,khaki_brown
normal,Black,Casual_Chic_Style,East,maroon,light_gray
dark,Brown,Geeky_chic_Style,West,light_blue,tan_brown
normal,Brown,Geeky_chic_Style,North,tan_brown,light_blue
fair,Black,Casual_Chic_Style,North,light_gray,light_blue
fair,Black,Sports_Wear,West,charcoal_gray,black
fair,Blonde,Streetwear_Style,West,white,khaki_brown
dark,Blonde,Rocker_Chic_Style,West,pink,white
dark,Blonde,Streetwear_Style,North,spring_green,dark_blue
fair,Black,Flamboyant_style,South,gold,dark_brown
normal,Black,Formal_Office_Wear,West,purple,light_blue
dark,Black,Girly_Style,North,blue,tan_brown
normal,Black,Rocker_Chic_Style,East,sky_blue,navy_blue
dark,Brown,Military_style,North,brown,dark_blue
dark,Black,Ethnic_fashion_style,East,charcoal_gray,light_blue
fair,Blonde,Geeky_chic_Style,West,purple,dark_blue
fair,Black,Retro_Fashion,North,light_gray,navy_blue
fair,Black,Skateboarders,South,light_gray,khaki_brown
fair,Brown,Evening_Black_Tie,West,navy_blue,light_blue
fair,Blonde,Flamboyant_style,East,gold,black
normal,Black,Geeky_chic_Style,North,brown,dark_blue
normal,Blonde,Geeky_chic_Style,North,medium_gray,white
dark,Black,Sports_Wear,West,purple,black
fair,Black,Retro_Fashion,West,white,khaki_brown
normal,Black,Streetwear_Style,East,spring_green,gold
normal,Black,Business_Casual,East,brown,black
normal,Black,Business_Casual,East,dark_brown,brown
dark,Black,Geeky_chic_Style,East,orange,light_gray
fair,Brown,Retro_Fashion,South,charcoal_gray,khaki_brown
fair,Black,Sports_Wear,East,medium_gray,tan_brown
fair,Black,Evening_Black_Tie,North,burnt_orange,black
dark,Brown,Rocker_Chic_Style,North,tan_brown,tan_brown
dark,Brown,Casual_Chic_Style,East,black,navy_blue
fair,Brown,Formal_Office_Wear,East,dark_blue,tan_brown
dark,Blonde,Flamboyant_style,South,white,dark_brown
fair,Brown,Retro_Fashion,West,brown,black
dark,Black,Military_style,North,dark_blue,black
dark,Black,Ethnic_fashion_style,South,black,charcoal_gray
normal,Brown,Geeky_chic_Style,North,charcoal_gray,charcoal_gray
fair,Blonde,Evening_Black_Tie,West,medium_gray,light_gray
dark,Brown,Retro_Fashion,East,white,gold
dark,Brown,Geeky_chic_Style,West,white,medium_gray
fair,Brown,Evening_Black_Tie,North,dark_blue,dark_blue
normal,Brown,Evening_Black_Tie,West,tan_brown,gold
normal,Brown,Rocker_Chic_Style,North,violet,white
fair,Blonde,Formal_Office_Wear,North,dark_brown,light_blue
normal,Brown,Hip_Hop_Style,West,yellow,brown
normal,Black,Military_style,North,black,light_gray
dark,Black,Rocker_Chic_Style,South,red,white
normal,Black,Business_Casual,East,tan_brown,dark_blue
dark,Black,Formal_Office_Wear,North,burnt_orange,gold
dark,Black,Business_Casual,North,lavender,khaki_brown
normal,Blonde,Military_style,South,olive_green,black
fair,Blonde,Business_Casual,East,brown,light_gray
fair,Brown,Casual_Chic_Style,South,light_gray,light_blue
normal,Brown,Streetwear_Style,East,yellow,charcoal_gray
dark,Brown,Evening_Black_Tie,North,sky_blue,navy_blue
fair,Black,Flamboyant_style,West,light_gray,tan_brown
fair,Blonde,Retro_Fashion,South,khaki_brown,tan_brown
fair,Brown,Hip_Hop_Style,North,light_blue,tan_brown
dark,Blonde,Streetwear_Style,North,blue,black
normal,Black,Ethnic_fashion_style,South,pink,black
fair,Blonde,Skateboarders,South,olive_green,tan_brown
normal,Black,Retro_Fashion,North,burnt_orange,tan_brown
dark,Black,Military_style,West,medium_gray,light_blue
dark,Brown,Casual_Chic_Style,South,red,brown
normal,Black,Girly_Style,South,gold,khaki_brown
fair,Brown,Retro_Fashion,West,dark_blue,black
fair,Black,Flamboyant_style,South,yellow,medium_gray
dark,Blonde,Sports_Wear,West,light_blue,light_gray
fair,Black,Rocker_Chic_Style,South,maroon,dark_blue
fair,Black,Ethnic_fashion_style,North,red,medium_gray
dark,Blonde,Geeky_chic_Style,West,violet,khaki_brown
dark,Blonde,Casual_Chic_Style,North,yellow,light_gray
fair,Blonde,Skateboarders,East,sky_blue,white
fair,Blonde,Military_style,South,white,light_gray
fair,Blonde,Formal_Office_Wear,West,burnt_orange,light_blue
fair,Black,Retro_Fashion,North,tan_brown,light_blue
normal,Blonde,Rocker_Chic_Style,South,navy_blue,white
normal,Blonde,Hip_Hop_Style,North,purple,black
dark,Black,Streetwear_Style,South,tan_brown,black
fair,Brown,Business_Casual,South,blue,gold
normal,Black,Rocker_Chic_Style,East,medium_gray,light_blue
normal,Brown,Streetwear_Style,North,purple,navy_blue
dark,Blonde,Streetwear_Style,North,yellow,brown
dark,Brown,Geeky_chic_Style,East,gold,light_blue
normal,Blonde,Skateboarders,South,violet,white
fair,Blonde,Rocker_Chic_Style,South,spring_green,light_gray
dark,Brown,Flamboyant_style,North,yellow,light_blue
fair,Brown,Skateboarders,South,light_blue,khaki_brown
normal,Brown,Hip_Hop_Style,West,olive_green,khaki_brown
normal,Black,Flamboyant_style,West,maroon,white
dark,Blonde,Business_Casual,West,red,light_gray
normal,Black,Girly_Style,East,dark_blue,light_gray
normal,Brown,Evening_Black_Tie,East,purple,light_blue
normal,Black,Flamboyant_style,North,black,khaki_brown
normal,Black,Sports_Wear,South,green,dark_blue
normal,Blonde,Business_Casual,North,charcoal_gray,khaki_brown
fair,Brown,Business_Casual,South,maroon,dark_brown
dark,Black,Skateboarders,North,spring_green,dark_blue
normal,Brown,Formal_Office_Wear,North,purple,gold
fair,Blonde,Sports_Wear,South,violet,navy_blue
normal,Blonde,Streetwear_Style,East,lavender,charcoal_gray
dark,Brown,Flamboyant_style,West,light_blue,gold
fair,Black,Sports_Wear,South,sky_blue,navy_blue
normal,Blonde,Hip_Hop_Style,West,dark_blue,khaki_brown
dark,Brown,Geeky_chic_Style,East,blue,black
dark,Brown,Military_style,North,gold,charcoal_gray
fair,Brown,Evening_Black_Tie,South,black,dark_blue
fair,Black,Hip_Hop_Style,West,burnt_orange,khaki_brown
dark,Black,Flamboyant_style,West,yellow,light_gray
fair,Brown,Ethnic_fashion_style,South,yellow,light_blue
normal,Blonde,Formal_Office_Wear,North,dark_blue,navy_blue
normal,Black,Geeky_chic_Style,East,violet,gold
normal,Brown,Hip_Hop_Style,East,blue,dark_blue
dark,Blonde,Evening_Black_Tie,East,violet,light_blue
normal,Brown,Geeky_chic_Style,East,pink,khaki_brown
dark,Blonde,Military_style,North,light_blue,white
dark,Blonde,Military_style,West,gold,brown
fair,Black,Rocker_Chic_Style,West,lavender,tan_brown
normal,Brown,Skateboarders,West,light_gray,tan_brown
fair,Black,Geeky_chic_Style,North,brown,navy_blue
normal,Blonde,Evening_Black_Tie,West,brown,gold
dark,Black,Ethnic_fashion_style,North,blue,dark_blue
fair,Blonde,Military_style,East,sky_blue,light_gray
fair,Brown,Formal_Office_Wear,North,light_blue,dark_blue
fair,Black,Formal_Office_Wear,West,maroon,khaki_brown
normal,Brown,Military_style,South,brown,charcoal_gray
normal,Brown,Hip_Hop_Style,East,blue,tan_brown
dark,Blonde,Hip_Hop_Style,North,purple,tan_brown
dark,Black,Hip_Hop_Style,West,black,navy_blue
dark,Brown,Hip_Hop_Style,West,tan_brown,charcoal_gray
fair,Brown,Casual_Chic_Style,East,red,tan_brown
normal,Blonde,Sports_Wear,North,maroon,light_blue
dark,Black,Streetwear_Style,East,khaki_brown,dark_blue
dark,Black,Rocker_Chic_Style,East,spring_green,dark_brown
fair,Blonde,Casual_Chic_Style,East,maroon,charcoal_gray
normal,Blonde,Evening_Black_Tie,West,green,medium_gray
normal,Blonde,Skateboarders,South,tan_brown,navy_blue
dark,Blonde,Military_style,West,black,light_blue
dark,Black,Casual_Chic_Style,South,sky_blue,charcoal_gray
dark,Blonde,Ethnic_fashion_style,East,navy_blue,khaki_brown
dark,Blonde,Evening_Black_Tie,South,green,charcoal_gray
normal,Brown,Military_style,East,burnt_orange,light_gray
normal,Blonde,Geeky_chic_Style,South,blue,gold
dark,Blonde,Streetwear_Style,South,pink,dark_blue
dark,Blonde,Sports_Wear,West,burnt_orange,dark_blue
fair,Black,Flamboyant_style,West,lavender,white
normal,Blonde,Flamboyant_style,West,purple,tan_brown
dark,Black,Skateboarders,East,olive_green,black
dark,Blonde,Evening_Black_Tie,North,dark_blue,navy_blue
dark,Black,Flamboyant_style,East,dark_blue,charcoal_gray
dark,Black,Hip_Hop_Style,North,red,brown
dark,Blonde,Geeky_chic_Style,South,green,black
dark,Blonde,Retro_Fashion,East,orange,gold
fair,Black,Evening_Black_Tie,South,maroon,charcoal_gray
dark,Blonde,Hip_Hop_Style,North,dark_brown,dark_brown
dark,Blonde,Skateboarders,East,purple,medium_gray
dark,Blonde,Military_style,East,charcoal_gray,charcoal_gray
fair,Black,Streetwear_Style,East,black,light_gray
dark,Blonde,Ethnic_fashion_style,East,burnt_orange,navy_blue
normal,Brown,Ethnic_fashion_style,South,spring_green,khaki_brown
fair,Blonde,Streetwear_Style,East,navy_blue,tan_brown
fair,Blonde,Ethnic_fashion_style,South,orange,gold
dark,Brown,Ethnic_fashion_style,South,purple,navy_blue
dark,Brown,Streetwear_Style,West,black,dark_brown
normal,Black,Formal_Office_Wear,West,sky_blue,dark_brown
dark,Blonde,Ethnic_fashion_style,North,red,charcoal_gray
normal,Blonde,Hip_Hop_Style,South,purple,white
dark,Black,Geeky_chic_Style,East,dark_brown,dark_brown
normal,Blonde,Girly_Style,South,sky_blue,khaki_brown
fair,Brown,Geeky_chic_Style,West,brown,light_gray
normal,Black,Casual_Chic_Style,North,blue,brown
normal,Black,Rocker_Chic_Style,East,lavender,navy_blue
fair,Blonde,Military_style,East,orange,medium_gray
dark,Brown,Girly_Style,South,black,charcoal_gray
normal,Brown,Streetwear_Style,West,green,black
normal,Brown,Business_Casual,North,orange,khaki_brown
normal,Blonde,Evening_Black_Tie,East,light_blue,charcoal_gray
fair,Brown,Streetwear_Style,West,charcoal_gray,tan_brown
dark,Black,Military_style,South,spring_green,navy_blue
dark,Brown,Formal_Office_Wear,North,dark_brown,dark_brown
normal,Blonde,Rocker_Chic_Style,West,yellow,light_blue
dark,Black,Retro_Fashion,South,dark_blue,brown
normal,Blonde,Casual_Chic_Style,West,sky_blue,charcoal_gray
normal,Brown,Geeky_chic_Style,South,sky_blue,black
fair,Blonde,Geeky_chic_Style,North,dark_brown,dark_brown
dark,Black,Rocker_Chic_Style,West,tan_brown,navy_blue
dark,Black,Ethnic_fashion_style,North,maroon,dark_blue
fair,Black,Formal_Office_Wear,North,red,light_blue
normal,Black,Rocker_Chic_Style,North,lavender,medium_gray
fair,Blonde,Geeky_chic_Style,South,blue,charcoal_gray
fair,Brown,Sports_Wear,East,black,light_blue
fair,Black,Streetwear_Style,North,blue,black
fair,Blonde,Evening_Black_Tie,South,gold,black
dark,Black,Skateboarders,South,black,light_blue
normal,Brown,Streetwear_Style,West,olive_green,black
fair,Black,Business_Casual,North,charcoal_gray,white
normal,Blonde,Military_style,West,orange,dark_blue
normal,Black,Geeky_chic_Style,West,green,dark_brown
dark,Brown,Hip_Hop_Style,East,dark_blue,light_blue
normal,Brown,Hip_Hop_Style,North,purple,brown
dark,Brown,Girly_Style,North,gold,light_blue
dark,Black,Sports_Wear,West,blue,white
fair,Brown,Business_Casual,South,maroon,black
dark,Blonde,Skateboarders,East,yellow,brown
